compound_name,polarity,mz_group,quality,notes
Dimethylsulfoxonium propionate,pos,58.0651,maybe,
Dimethylsulfoxonium propionate,pos,55.0178,maybe,
Dimethylsulfoxonium propionate,pos,84.99488,maybe,
L-Cysteinesulfinic acid,pos,44.04945,yes,
L-Cysteinesulfinic acid,pos,74.02366,yes,
L-Cysteinesulfinic acid,pos,59.07293,,
L-Cysteinesulfinic acid,pos,42.0338,maybe,
L-Cysteinesulfinic acid,pos,43.04168,,
L-Cysteinesulfinic acid,pos,58.06516,,
L-Cysteinesulfinic acid,pos,95.06064,,
L-Cysteinesulfinic acid,pos,95.06011,,
L-Cysteinesulfinic acid,pos,154.13463,,
L-Cysteinesulfinic acid,pos,89.04702,,
L-Cysteinesulfinic acid,pos,154.04426,,
L-Cysteinesulfinic acid,pos,108.08073,,
L-Cysteinesulfinic acid,pos,81.06986,,
L-Cysteinesulfinic acid,pos,55.05417,,
L-Cysteinesulfinic acid,pos,73.02839,,
L-Cysteinesulfinic acid,neg,88.04045,yes,
L-Cysteinesulfinic acid,neg,71.01387,maybe,
L-Cysteinesulfinic acid,neg,152.0023,maybe,
L-Cysteinesulfinic acid,neg,76.97012,,
"2,5-Dihydroxybenzoic acid",neg,109.02958,yes,
"2,5-Dihydroxybenzoic acid",neg,108.02173,yes,
"2,5-Dihydroxybenzoic acid",neg,153.01957,maybe,
"2,5-Dihydroxybenzoic acid",neg,81.03468,maybe,
"2,5-Dihydroxybenzoic acid",neg,53.03971,maybe,
"2,5-Dihydroxybenzoic acid",neg,110.0329,,
Cysteinolic acid,pos,56.04945,yes,
Cysteinolic acid,pos,58.06512,yes,
Cysteinolic acid,pos,138.02209,maybe,
Cysteinolic acid,pos,60.04435,yes,
Cysteinolic acid,pos,41.03857,yes,
Cysteinolic acid,pos,74.06004,maybe,
Cysteinolic acid,pos,60.28664,maybe,
Cysteinolic acid,pos,57.03342,,
Cysteinolic acid,pos,55.01772,,
Cysteinolic acid,pos,156.03253,,
Cysteinolic acid,neg,154.01805,yes,
Cysteinolic acid,neg,79.95739,yes,
Cysteinolic acid,neg,80.96523,maybe,
Cysteinolic acid,neg,152.00246,maybe,
Cysteinolic acid,neg,94.98091,maybe,
Cysteinolic acid,neg,76.97017,,
Cysteinolic acid,neg,64.9703,maybe,
Cysteinolic acid,neg,78.9865,,
Cysteinolic acid,neg,58.02985,,
Cysteinolic acid,neg,136.99221,maybe,
Cysteinolic acid,neg,136.99122,,
Cysteinolic acid,neg,90.05609,maybe,
Cysteinolic acid,neg,78.98579,,
Cysteinolic acid,neg,154.94748,,
Amino hydroxypropanesulfonate,pos,56.04945,yes,
Amino hydroxypropanesulfonate,pos,58.06511,maybe,
Amino hydroxypropanesulfonate,pos,79.02115,,
Amino hydroxypropanesulfonate,pos,138.02197,maybe,
Amino hydroxypropanesulfonate,pos,156.03257,maybe,
Amino hydroxypropanesulfonate,pos,57.03348,maybe,
Amino hydroxypropanesulfonate,pos,55.01781,maybe,
Amino hydroxypropanesulfonate,pos,60.04437,maybe,
Amino hydroxypropanesulfonate,pos,139.00603,,
Amino hydroxypropanesulfonate,pos,74.06003,maybe,
Amino hydroxypropanesulfonate,pos,41.03851,,
Amino hydroxypropanesulfonate,pos,43.01781,maybe,
Amino hydroxypropanesulfonate,pos,120.99521,,
Amino hydroxypropanesulfonate,neg,94.98095,yes,
Amino hydroxypropanesulfonate,neg,154.01809,yes,
Amino hydroxypropanesulfonate,neg,79.95743,yes,
Amino hydroxypropanesulfonate,neg,136.0076,maybe,
Amino hydroxypropanesulfonate,neg,76.97017,,
Amino hydroxypropanesulfonate,neg,154.94758,,
Amino hydroxypropanesulfonate,neg,136.93699,,
Amino hydroxypropanesulfonate,neg,152.00253,,
Amino hydroxypropanesulfonate,neg,64.97028,maybe,
Amino hydroxypropanesulfonate,neg,80.96538,,
"(R)-2,3-Dihydroxypropane-1-sulfonate",neg,155.00212,yes,
"(R)-2,3-Dihydroxypropane-1-sulfonate",neg,94.98093,yes,
"(R)-2,3-Dihydroxypropane-1-sulfonate",neg,79.95741,yes,
"(R)-2,3-Dihydroxypropane-1-sulfonate",neg,136.99161,maybe,
"(R)-2,3-Dihydroxypropane-1-sulfonate",neg,78.98603,maybe,
"(R)-2,3-Dihydroxypropane-1-sulfonate",neg,80.96531,maybe,
"(R)-2,3-Dihydroxypropane-1-sulfonate",neg,64.97025,,
"(R)-2,3-Dihydroxypropane-1-sulfonate",neg,152.98639,,
"(R)-2,3-Dihydroxypropane-1-sulfonate",neg,154.94767,,
"(R)-2,3-Dihydroxypropane-1-sulfonate",neg,136.93704,,
Orotic acid,neg,41.99857,yes,
Orotic acid,neg,111.02006,yes,
Orotic acid,neg,40.01932,maybe,
Orotic acid,neg,68.01425,maybe,
Orotic acid,neg,154.94744,,
Orotic acid,neg,67.0302,maybe,
Orotic acid,neg,136.93695,,
Orotic acid,neg,41.00331,,
Orotic acid,neg,41.01456,,
Orotic acid,neg,112.02334,,
L-Histidine,pos,110.07124,yes,
L-Histidine,pos,77.03858,,
L-Histidine,pos,74.9276,,
L-Histidine,pos,83.06035,yes,
L-Histidine,pos,128.95349,,
L-Histidine,pos,74.93737,,
L-Histidine,pos,93.04473,maybe,
L-Histidine,pos,83.06113,,
L-Histidine,pos,95.06039,maybe,
L-Histidine,pos,74.93768,,
L-Histidine,pos,82.05253,maybe,
L-Histidine,pos,42.03379,,
L-Histidine,pos,51.02292,,
L-Histidine,pos,58.06507,,
L-Histidine,neg,136.94939,,
L-Histidine,neg,93.04592,,
L-Histidine,neg,68.05072,,
L-Histidine,neg,137.03583,,
L-Histidine,neg,154.06259,,
Allantoin,neg,41.99857,yes,
Allantoin,neg,97.00443,maybe,
Allantoin,neg,156.94451,,
Allantoin,neg,138.93384,,
Allantoin,neg,114.03093,maybe,
Allantoin,neg,76.97003,,
Allantoin,neg,59.0252,,
Allantoin,neg,156.89498,,
Allantoin,neg,98.95211,,
Allantoin,neg,71.02506,,
Allantoin,neg,93.05399,,
5-Hydroxyectoine,pos,113.07091,yes,
5-Hydroxyectoine,pos,159.07655,yes,
5-Hydroxyectoine,pos,83.06032,yes,
5-Hydroxyectoine,pos,84.04433,yes,
5-Hydroxyectoine,pos,72.04434,yes,
5-Hydroxyectoine,pos,58.06507,,
5-Hydroxyectoine,pos,117.06593,maybe,
5-Hydroxyectoine,pos,60.04433,maybe,
5-Hydroxyectoine,pos,43.0177,,
5-Hydroxyectoine,pos,96.04453,maybe,
5-Hydroxyectoine,pos,56.0494,maybe,
5-Hydroxyectoine,pos,42.03379,,
5-Hydroxyectoine,pos,95.06034,maybe,
5-Hydroxyectoine,pos,44.04944,maybe,
5-Hydroxyectoine,neg,95.06153,,
5-Hydroxyectoine,neg,93.04605,,
5-Hydroxyectoine,neg,156.94443,,
5-Hydroxyectoine,neg,138.93382,,
5-Hydroxyectoine,neg,98.95202,,
5-Hydroxyectoine,neg,157.06211,,
5-Hydroxyectoine,neg,156.89509,,
L-2-Aminoadipic acid,pos,98.06002,yes,
L-2-Aminoadipic acid,pos,55.01782,yes,
L-2-Aminoadipic acid,pos,56.04946,yes,
L-2-Aminoadipic acid,pos,70.0651,yes,
L-2-Aminoadipic acid,pos,116.0706,yes,
L-2-Aminoadipic acid,pos,55.0542,yes,
L-2-Aminoadipic acid,pos,144.06548,yes,
L-2-Aminoadipic acid,pos,58.06499,,
L-2-Aminoadipic acid,pos,99.04387,,
L-2-Aminoadipic acid,pos,42.03387,,
L-2-Aminoadipic acid,pos,44.04965,,
L-2-Aminoadipic acid,neg,116.07183,yes,
L-2-Aminoadipic acid,neg,142.05115,maybe,
L-2-Aminoadipic acid,neg,98.0613,maybe,
L-2-Aminoadipic acid,neg,160.06175,maybe,
L-2-Aminoadipic acid,neg,59.01383,,
L-2-Aminoadipic acid,neg,96.04574,,
L-2-Aminoadipic acid,neg,114.05621,,
Betonicine,pos,160.09676,yes,
Betonicine,pos,88.07561,yes,
Betonicine,pos,58.06506,yes,
Betonicine,pos,62.01838,,
Betonicine,pos,44.04942,yes,
Betonicine,pos,102.05489,yes,
Betonicine,pos,161.09999,maybe,
Betonicine,pos,121.03172,,
Betonicine,pos,61.01063,,
Betonicine,pos,172.19975,maybe,
Betonicine,pos,114.09131,yes,
Betonicine,pos,100.07567,yes,
Betonicine,pos,45.03342,maybe,
Betonicine,pos,70.06502,yes,
Betonicine,pos,46.065,maybe,
Betonicine,pos,142.08618,maybe,
N-Methyl-L-glutamic acid,pos,98.05998,yes,
N-Methyl-L-glutamic acid,pos,116.0706,yes,
N-Methyl-L-glutamic acid,pos,73.02834,,
N-Methyl-L-glutamic acid,pos,70.06509,yes,
N-Methyl-L-glutamic acid,pos,42.03381,yes,
N-Methyl-L-glutamic acid,pos,144.0654,yes,
N-Methyl-L-glutamic acid,pos,41.03859,maybe,
N-Methyl-L-glutamic acid,pos,85.02836,maybe,
N-Methyl-L-glutamic acid,pos,162.07607,,
N-Methyl-L-glutamic acid,pos,68.04934,,
N-Methyl-L-glutamic acid,pos,99.06338,,
N-Methyl-L-glutamic acid,neg,116.07188,yes,
N-Methyl-L-glutamic acid,neg,142.0512,maybe,
N-Methyl-L-glutamic acid,neg,160.06212,,
N-Methyl-L-glutamic acid,neg,98.06166,,
N-Methyl-L-glutamic acid,neg,159.89416,,
N-Methyl-L-glutamic acid,neg,70.06627,,
Deoxynojirimycin,pos,79.02116,,
Deoxynojirimycin,pos,164.09174,maybe,
Deoxynojirimycin,pos,80.04945,yes,
Deoxynojirimycin,pos,69.03343,yes,
Deoxynojirimycin,pos,82.06506,yes,
Deoxynojirimycin,pos,60.04437,yes,
Deoxynojirimycin,pos,110.06003,yes,
Deoxynojirimycin,pos,146.08115,yes,
Deoxynojirimycin,pos,128.07069,maybe,
Deoxynojirimycin,pos,68.04944,yes,
Deoxynojirimycin,pos,42.03379,,
Deoxynojirimycin,pos,58.0651,,
Deoxynojirimycin,pos,102.05504,maybe,
Deoxynojirimycin,pos,98.05996,maybe,
Deoxynojirimycin,pos,70.065,,
Deoxynojirimycin,pos,73.02837,,
Deoxynojirimycin,pos,72.04439,,
Deoxynojirimycin,pos,86.05999,maybe,
Deoxynojirimycin,neg,73.02959,yes,
Deoxynojirimycin,neg,43.01902,maybe,
Deoxynojirimycin,neg,112.04057,yes,
Deoxynojirimycin,neg,59.0139,maybe,
Deoxynojirimycin,neg,84.04554,maybe,
Deoxynojirimycin,neg,71.01383,maybe,
Deoxynojirimycin,neg,130.05121,maybe,
Deoxynojirimycin,neg,94.02985,maybe,
Deoxynojirimycin,neg,96.04561,maybe,
Deoxynojirimycin,neg,78.03501,,
Deoxynojirimycin,neg,85.02967,,
Deoxynojirimycin,neg,41.00334,maybe,
Deoxynojirimycin,neg,162.89356,,
Deoxynojirimycin,neg,115.92091,,
Deoxynojirimycin,neg,86.02494,maybe,
Deoxynojirimycin,neg,58.0299,maybe,
Carnitine,pos,60.08069,yes,
Carnitine,pos,162.1124,yes,
Carnitine,pos,103.03889,yes,
Carnitine,pos,85.02836,yes,
Carnitine,pos,43.0178,yes,
Carnitine,pos,102.09129,yes,
Carnitine,pos,58.06507,,
Carnitine,pos,57.03343,yes,
Carnitine,pos,163.11586,,
Carnitine,pos,44.04939,maybe,
Carnitine,pos,59.07289,,
L-Hydroxylysine,pos,55.05419,,
L-Hydroxylysine,pos,82.06507,,
L-Hydroxylysine,pos,56.04951,,
L-Hydroxylysine,pos,77.03857,,
L-Hydroxylysine,pos,135.04417,,
L-Hydroxylysine,pos,163.03904,,
L-Hydroxylysine,pos,45.03374,,
L-Hydroxylysine,pos,128.07061,,
L-Hydroxylysine,pos,133.02833,,
L-Hydroxylysine,pos,45.03334,,
L-Hydroxylysine,pos,100.07567,,
L-Hydroxylysine,pos,74.02361,,
L-Hydroxylysine,neg,115.9208,yes,
L-Hydroxylysine,neg,99.92589,yes,
L-Hydroxylysine,neg,160.89285,maybe,
L-Hydroxylysine,neg,161.09339,maybe,
L-Hydroxylysine,neg,116.92863,maybe,
L-Hydroxylysine,neg,61.9884,,
L-Hydroxylysine,neg,161.89421,maybe,
L-Hydroxylysine,neg,115.08789,,
L-Hydroxylysine,neg,143.08276,maybe,
L-Hydroxylysine,neg,142.92647,,
L-Hydroxylysine,neg,141.06719,,
L-Hydroxylysine,neg,58.02985,,
N-Acetyltaurine,neg,79.95741,yes,
N-Acetyltaurine,neg,166.01809,yes,
N-Acetyltaurine,neg,106.9809,yes,
N-Acetyltaurine,neg,80.96524,yes,
N-Acetyltaurine,neg,124.00748,maybe,
N-Acetyltaurine,neg,102.0562,maybe,
N-Acetyltaurine,neg,100.04048,maybe,
N-Acetyltaurine,neg,166.05459,,
N-Acetyltaurine,neg,58.02991,,
N-Acetyltaurine,neg,94.98089,,
N-Acetyltaurine,neg,43.0191,,
N-Acetyltaurine,neg,41.99851,,
Taurocyamine,pos,126.02189,yes,
Taurocyamine,pos,44.04947,yes,
Taurocyamine,pos,43.02904,yes,
Taurocyamine,pos,108.01132,yes,
Taurocyamine,pos,151.01723,yes,
Taurocyamine,pos,168.04395,maybe,
Taurocyamine,pos,59.04774,,
Taurocyamine,pos,87.07906,maybe,
Taurocyamine,pos,58.06511,,
Taurocyamine,pos,108.99533,maybe,
Taurocyamine,pos,86.07132,,
Taurocyamine,pos,59.04857,,
Taurocyamine,pos,69.04459,,
Taurocyamine,neg,124.00745,yes,
Taurocyamine,neg,79.95741,yes,
Taurocyamine,neg,149.00282,maybe,
Taurocyamine,neg,106.9809,,
Taurocyamine,neg,166.02951,maybe,
Taurocyamine,neg,166.05458,,
Taurocyamine,neg,80.9653,maybe,
Taurocyamine,neg,41.01449,,
Taurocyamine,neg,94.98097,,
L-Methionine S-oxide,pos,74.02365,yes,
L-Methionine S-oxide,pos,56.04944,yes,
L-Methionine S-oxide,pos,102.05502,yes,
L-Methionine S-oxide,pos,149.02675,,
L-Methionine S-oxide,pos,46.99495,,
L-Methionine S-oxide,pos,75.02659,maybe,
L-Methionine S-oxide,pos,65.00555,maybe,
L-Methionine S-oxide,pos,58.06521,,
L-Methionine S-oxide,pos,46.02871,,
L-Methionine S-oxide,pos,74.05997,maybe,
L-Methionine S-oxide,pos,44.9793,,
L-Methionine S-oxide,pos,75.02604,maybe,
L-Methionine S-oxide,pos,57.03346,,
L-Methionine S-oxide,pos,60.00268,,
L-Methionine S-oxide,neg,62.99106,yes,
L-Methionine S-oxide,neg,47.96761,,
L-Methionine S-oxide,neg,149.01523,,
L-Methionine S-oxide,neg,41.99859,,
L-Methionine S-oxide,neg,73.01709,,
L-Methionine S-oxide,neg,100.04045,maybe,
L-Methionine S-oxide,neg,44.98046,,
L-Methionine S-oxide,neg,149.06098,,
L-Methionine S-oxide,neg,164.89577,,
Hordenine,pos,121.06472,yes,
Hordenine,pos,77.03852,yes,
Hordenine,pos,93.06982,yes,
Hordenine,pos,103.05414,yes,
Hordenine,pos,91.05415,yes,
Hordenine,pos,136.06156,,
Hordenine,pos,46.06506,yes,
Hordenine,pos,122.06813,maybe,
Hordenine,pos,166.12262,maybe,
Hordenine,pos,95.04916,maybe,
Hordenine,pos,51.02285,maybe,
Hordenine,pos,65.0385,,
Hordenine,pos,105.04464,,
Hordenine,pos,58.06502,,
Hordenine,pos,130.2174,,
Hordenine,pos,92.05754,,
Hordenine,pos,102.0464,,
Hordenine,pos,120.0569,,
Hordenine,pos,55.01783,,
Hordenine,neg,106.04249,yes,
Hordenine,neg,164.1083,yes,
Hordenine,neg,41.99858,,
Hordenine,neg,164.8957,,
Hordenine,neg,149.00984,,
Hordenine,neg,117.92501,,
Hordenine,neg,164.08466,,
Hordenine,neg,79.95775,,
Hordenine,neg,149.06105,,
Hordenine,neg,65.99856,,
3-Sulfopyruvic acid,neg,79.95741,yes,
3-Sulfopyruvic acid,neg,94.98092,yes,
3-Sulfopyruvic acid,neg,80.95684,,
3-Sulfopyruvic acid,neg,167.05776,,
3-Sulfopyruvic acid,neg,87.0089,maybe,
3-Sulfopyruvic acid,neg,78.95912,,
3-Sulfopyruvic acid,neg,56.99591,,
3-Sulfopyruvic acid,neg,64.97037,,
3-Sulfopyruvic acid,neg,106.91865,,
Phosphoenolpyruvic acid,pos,43.0178,yes,
Phosphoenolpyruvic acid,pos,122.98416,maybe,
Phosphoenolpyruvic acid,pos,98.98411,yes,
Phosphoenolpyruvic acid,pos,80.97356,yes,
Phosphoenolpyruvic acid,pos,104.97356,,
Phosphoenolpyruvic acid,pos,67.05418,,
Phosphoenolpyruvic acid,pos,92.04956,,
Phosphoenolpyruvic acid,pos,170.09612,,
Phosphoenolpyruvic acid,pos,169.07192,,
Phosphoenolpyruvic acid,pos,81.06989,,
Phosphoenolpyruvic acid,pos,93.05726,,
Phosphoenolpyruvic acid,neg,78.95911,yes,
Phosphoenolpyruvic acid,neg,62.9642,maybe,
Phosphoenolpyruvic acid,neg,79.95743,,
Phosphoenolpyruvic acid,neg,80.9568,,
Phosphoenolpyruvic acid,neg,167.05741,,
Phosphoenolpyruvic acid,neg,90.92383,,
Phosphoenolpyruvic acid,neg,167.05849,,
Phosphoenolpyruvic acid,neg,94.9809,,
Phosphoenolpyruvic acid,neg,59.98544,,
L-Cysteic acid,pos,124.0063,yes,
L-Cysteic acid,pos,105.9957,yes,
L-Cysteic acid,pos,42.03383,yes,
L-Cysteic acid,pos,170.09639,,
L-Cysteic acid,pos,43.04164,maybe,
L-Cysteic acid,pos,93.05735,,
L-Cysteic acid,pos,92.04949,,
L-Cysteic acid,pos,58.0651,,
L-Cysteic acid,pos,171.11277,,
L-Cysteic acid,pos,77.0385,,
L-Cysteic acid,pos,125.10726,,
L-Cysteic acid,pos,72.0444,,
L-Cysteic acid,pos,46.06512,,
L-Cysteic acid,pos,108.08091,,
L-Cysteic acid,pos,89.07092,,
L-Cysteic acid,neg,80.96526,yes,
L-Cysteic acid,neg,71.01392,yes,
L-Cysteic acid,neg,150.97087,maybe,
L-Cysteic acid,neg,86.02487,yes,
L-Cysteic acid,neg,167.99745,maybe,
L-Cysteic acid,neg,168.08213,,
L-Cysteic acid,neg,76.97017,,
"2,3-Pyridinedicarboxylic acid",pos,122.0236,yes,
"2,3-Pyridinedicarboxylic acid",pos,94.02873,maybe,
"2,3-Pyridinedicarboxylic acid",pos,123.01111,,
"2,3-Pyridinedicarboxylic acid",pos,46.06513,,
"2,3-Pyridinedicarboxylic acid",pos,168.06887,maybe,
"2,3-Pyridinedicarboxylic acid",pos,58.06511,,
"2,3-Pyridinedicarboxylic acid",pos,41.03856,,
"2,3-Pyridinedicarboxylic acid",pos,66.03389,,
"2,3-Pyridinedicarboxylic acid",pos,41.03904,,
"2,3-Pyridinedicarboxylic acid",pos,42.03381,,
"2,3-Pyridinedicarboxylic acid",pos,168.0292,,
"2,3-Pyridinedicarboxylic acid",pos,59.04917,,
"2,3-Pyridinedicarboxylic acid",pos,140.03427,,
"2,3-Pyridinedicarboxylic acid",pos,150.01869,,
3-Sulfolactate,neg,71.01394,yes,
3-Sulfolactate,neg,80.96526,maybe,
3-Sulfolactate,neg,150.90022,,
3-Sulfolactate,neg,150.971,,
3-Sulfolactate,neg,76.97015,,
3-Sulfolactate,neg,68.05067,,
3-Sulfolactate,neg,168.98146,maybe,
3-Sulfolactate,neg,168.91056,,
3-Sulfolactate,neg,169.08597,,
3-Sulfolactate,neg,87.00891,,
Dihydroxyacetone phosphate,neg,78.9591,yes,
Dihydroxyacetone phosphate,neg,150.9004,,
Dihydroxyacetone phosphate,neg,96.96975,maybe,
Dihydroxyacetone phosphate,neg,76.97011,,
Dihydroxyacetone phosphate,neg,68.05061,,
Dihydroxyacetone phosphate,neg,168.91093,,
Glycerophosphoric acid,pos,98.98414,yes,
Glycerophosphoric acid,pos,80.97358,yes,
Glycerophosphoric acid,pos,57.03348,maybe,
Glycerophosphoric acid,pos,62.96296,maybe,
Glycerophosphoric acid,pos,173.11967,,
Glycerophosphoric acid,pos,46.06511,,
Glycerophosphoric acid,pos,55.0542,maybe,
Glycerophosphoric acid,pos,145.08859,,
Glycerophosphoric acid,pos,125.10758,maybe,
Glycerophosphoric acid,pos,145.101,,
Glycerophosphoric acid,neg,78.95909,yes,
Glycerophosphoric acid,neg,96.9605,,
Glycerophosphoric acid,neg,96.9695,,
Glycerophosphoric acid,neg,62.96419,,
Glycerophosphoric acid,neg,170.99764,,
Glycerophosphoric acid,neg,76.9701,,
Glycerophosphoric acid,neg,152.89614,,
Glycerophosphoric acid,neg,170.99656,,
Glycerophosphoric acid,neg,152.99599,,
Glycerophosphoric acid,neg,41.99845,,
Glycerophosphoric acid,neg,171.13931,,
Glycerophosphoric acid,neg,59.01406,,
Sulfanilic acid,neg,172.00753,yes,
Sulfanilic acid,neg,79.95741,yes,
Sulfanilic acid,neg,108.04556,yes,
Sulfanilic acid,neg,107.03768,maybe,
Sulfanilic acid,neg,41.99854,,
Sulfanilic acid,neg,154.94762,,
Sulfanilic acid,neg,136.93713,,
Sulfanilic acid,neg,173.01107,,
cis-Aconitic acid,neg,85.0296,yes,
cis-Aconitic acid,neg,154.94757,,
cis-Aconitic acid,neg,136.93695,,
cis-Aconitic acid,neg,76.9701,,
cis-Aconitic acid,neg,41.00325,,
cis-Aconitic acid,neg,111.00911,,
cis-Aconitic acid,neg,67.01898,maybe,
Shikimic acid,neg,154.94754,,
Shikimic acid,neg,136.93701,,
Shikimic acid,neg,93.03469,,
Shikimic acid,neg,76.97016,,
Shikimic acid,neg,73.02963,,
Shikimic acid,neg,83.05028,,
Shikimic acid,neg,111.04533,,
Shikimic acid,neg,78.95927,,
Shikimic acid,neg,65.03971,,
Shikimic acid,neg,81.03474,,
Shikimic acid,neg,55.01902,,
Shikimic acid,neg,58.00608,,
Shikimic acid,neg,155.94753,,
Shikimic acid,neg,76.98008,,
Shikimic acid,neg,137.02466,,
L-Theanine,pos,84.04432,yes,
L-Theanine,pos,46.06508,yes,
L-Theanine,pos,158.08115,yes,
L-Theanine,pos,44.01305,yes,
L-Theanine,pos,152.05663,yes,
L-Theanine,pos,85.0284,maybe,
L-Theanine,pos,56.04942,maybe,
L-Theanine,pos,130.08614,maybe,
L-Theanine,pos,41.03854,maybe,
L-Theanine,pos,72.04431,,
L-Theanine,pos,58.0651,,
L-Theanine,pos,130.04976,maybe,
L-Theanine,pos,129.10202,,
L-Theanine,neg,155.08281,yes,
L-Theanine,neg,84.04559,yes,
L-Theanine,neg,74.02485,yes,
L-Theanine,neg,82.02989,yes,
L-Theanine,neg,154.94761,,
L-Theanine,neg,99.0565,maybe,
L-Theanine,neg,127.08773,maybe,
L-Theanine,neg,150.01854,,
L-Theanine,neg,41.99857,maybe,
L-Theanine,neg,127.05154,maybe,
L-Theanine,neg,129.10359,maybe,
L-Theanine,neg,136.937,,
L-Theanine,neg,125.07218,maybe,
L-Theanine,neg,173.09335,,
L-Theanine,neg,86.0257,,
L-Theanine,neg,128.03563,maybe,
L-Theanine,neg,86.06126,maybe,
L-Theanine,neg,100.07687,,
L-Arginine,pos,70.06509,yes,
L-Arginine,pos,60.0556,yes,
L-Arginine,pos,116.07057,maybe,
L-Arginine,pos,130.09747,maybe,
L-Arginine,pos,58.06506,,
L-Arginine,pos,112.08698,maybe,
L-Arginine,pos,77.03845,,
L-Arginine,pos,72.08077,,
L-Arginine,pos,42.03377,,
L-Arginine,pos,43.0291,maybe,
L-Arginine,pos,71.04912,maybe,
L-Arginine,pos,175.11898,,
L-Arginine,pos,158.09272,maybe,
L-Arginine,pos,118.08621,,
L-Arginine,pos,46.06494,,
L-Arginine,neg,131.08276,yes,
L-Arginine,neg,154.94752,,
L-Arginine,neg,136.93696,,
L-Arginine,neg,41.01461,,
L-Arginine,neg,136.94957,,
L-Arginine,neg,78.95948,,
L-Arginine,neg,155.94711,,
L-Arginine,neg,172.88746,,
L-Arginine,neg,76.97016,,
L-Arginine,neg,114.05613,,
L-Arginine,neg,78.95892,,
L-Arginine,neg,137.9366,,
L-Arginine,neg,172.886,,
Succinylglycine,pos,84.04435,yes,
Succinylglycine,pos,55.01781,yes,
Succinylglycine,pos,112.03933,yes,
Succinylglycine,pos,41.03854,yes,
Succinylglycine,pos,87.04407,,
Succinylglycine,pos,73.02843,yes,
Succinylglycine,pos,43.01783,,
Succinylglycine,pos,56.04948,maybe,
Succinylglycine,pos,101.02334,maybe,
Succinylglycine,pos,76.03925,,
Succinylglycine,pos,55.05418,,
Succinylglycine,pos,45.03349,,
Succinylglycine,neg,155.94707,,
Succinylglycine,neg,84.00913,,
Succinylglycine,neg,137.93648,,
Succinylglycine,neg,112.04069,,
Succinylglycine,neg,82.02986,,
Succinylglycine,neg,156.94412,,
Succinylglycine,neg,41.99858,,
Succinylglycine,neg,74.02474,,
Succinylglycine,neg,138.93412,,
Succinylglycine,neg,76.97013,,
Succinylglycine,neg,56.01423,,
Succinylglycine,neg,77.96973,,
Citrulline,pos,70.06509,yes,
Citrulline,pos,113.07091,yes,
Citrulline,pos,58.06518,,
Citrulline,pos,43.0542,maybe,
Citrulline,pos,114.05487,maybe,
Citrulline,pos,86.06009,maybe,
Citrulline,pos,68.04939,,
Citrulline,pos,159.07645,,
Citrulline,pos,116.07043,maybe,
Citrulline,pos,41.03869,,
Citrulline,pos,96.04462,,
Citrulline,pos,97.07594,,
Citrulline,neg,131.08272,yes,
Citrulline,neg,155.9471,,
Citrulline,neg,137.93648,,
Citrulline,neg,156.94443,,
Citrulline,neg,138.93381,,
Citrulline,neg,76.97007,,
Citrulline,neg,77.96959,,
Citrulline,neg,83.06157,,
Citrulline,neg,154.94759,,
Citrulline,neg,41.99858,,
Arsenobetaine,pos,119.99141,yes,
Arsenobetaine,pos,179.00466,yes,
Arsenobetaine,pos,104.96791,yes,
Arsenobetaine,pos,160.99415,yes,
Arsenobetaine,pos,136.99411,yes,
Arsenobetaine,pos,137.0457,,
Arsenobetaine,pos,121.03964,,
Arsenobetaine,pos,102.95232,yes,
Arsenobetaine,pos,100.93665,,
Arsenobetaine,pos,74.92097,,
Arsenobetaine,pos,135.01484,yes,
Arsenobetaine,pos,127.07269,,
Arsenobetaine,pos,90.91587,,
Arsenobetaine,pos,118.98357,yes,
Arsenobetaine,pos,85.05077,,
Arsenobetaine,pos,148.95777,yes,
Arsenobetaine,pos,130.94719,maybe,
Arsenobetaine,neg,176.85011,,
Arsenobetaine,neg,97.93142,,
Arsenobetaine,neg,176.92968,,
Arsenobetaine,neg,159.89274,,
Arsenobetaine,neg,74.92227,,
Arsenobetaine,neg,133.0006,,
Arsenobetaine,neg,73.02959,,
Arsenobetaine,neg,176.89548,,
Arsenobetaine,neg,158.91911,,
Arsenobetaine,neg,102.95355,,
Arsenobetaine,neg,79.95753,,
Arsenobetaine,neg,177.90334,,
Arsenobetaine,neg,177.0924,,
Arsenobetaine,neg,78.91903,,
Arsenobetaine,neg,76.97024,,
Arsenobetaine,neg,149.09738,,
Gonyol,pos,57.03344,yes,
Gonyol,pos,55.05418,yes,
Gonyol,pos,43.01781,yes,
Gonyol,pos,71.01274,yes,
Gonyol,pos,117.05464,yes,
Gonyol,pos,89.0232,maybe,
Gonyol,pos,75.04411,yes,
Gonyol,pos,99.04407,yes,
Gonyol,pos,71.04907,yes,
Gonyol,pos,43.05416,maybe,
Gonyol,pos,63.02618,maybe,
Gonyol,pos,41.03861,,
Glucosamine,pos,70.06505,maybe,
Glucosamine,pos,84.04439,yes,
Glucosamine,pos,72.04435,yes,
Glucosamine,pos,44.04954,yes,
Glucosamine,pos,60.04437,yes,
Glucosamine,pos,44.04927,,
Glucosamine,pos,56.04946,maybe,
Glucosamine,pos,58.06503,,
Glucosamine,pos,42.03386,,
Glucosamine,pos,98.05991,yes,
Glucosamine,pos,61.02844,,
Glucosamine,pos,69.03352,yes,
